ZDvC,ooDC68mSAaA,"[0, 1, 1438]","[{'text': 'hello everyone welcome to the second', 'start': 8.69, 'duration': 4.329}, {'text': 'segment of the Cabal to feature', 'start': 11.58, 'duration': 4.29}, {'text': ""spotlights I'm diem IC and today we're"", 'start': 13.019, 'duration': 5.431}, {'text': 'here to talk about a business here you', 'start': 15.87, 'duration': 4.56}, {'text': 'can see my party fighting in one of the', 'start': 18.45, 'duration': 4.379}, {'text': ""later game of business but first let's"", 'start': 20.43, 'duration': 5.37}, {'text': 'start with the basics now what r abismo', 'start': 22.829, 'duration': 5.16}, {'text': ""they're essentially mini dungeons"", 'start': 25.8, 'duration': 4.17}, {'text': 'scattered throughout the world coming in', 'start': 27.989, 'duration': 5.34}, {'text': 'different shapes and sizes you have blue', 'start': 29.97, 'duration': 6.24}, {'text': 'abysmal cores blue hyper abysmal cores', 'start': 33.329, 'duration': 6.3}, {'text': 'red abysmal cores and red hyper abysmal', 'start': 36.21, 'duration': 6.75}, {'text': ""course now they won't start showing up"", 'start': 39.629, 'duration': 5.791}, {'text': 'until after you hit for a hill town but', 'start': 42.96, 'duration': 4.2}, {'text': ""once you hit the proper level you'll"", 'start': 45.42, 'duration': 3.479}, {'text': 'start getting repeatable quests that', 'start': 47.16, 'duration': 3.6}, {'text': 'will get different business the higher', 'start': 48.899, 'duration': 4.35}, {'text': 'level you get the first one will be', 'start': 50.76, 'duration': 5.549}, {'text': 'fairly simple the grass abysmal which is', 'start': 53.249, 'duration': 5.101}, {'text': 'the earliest reputable quest you can get', 'start': 56.309, 'duration': 5.21}, {'text': ""it'll show up on your map is a blue !"", 'start': 58.35, 'duration': 5.219}, {'text': 'directing you to the quest givers', 'start': 61.519, 'duration': 4.361}, {'text': 'location and once you find the NPC in', 'start': 63.569, 'duration': 3.961}, {'text': 'charge of the quest you can head on over', 'start': 65.88, 'duration': 3.779}, {'text': 'to him read all of the nitty-gritty', 'start': 67.53, 'duration': 4.979}, {'text': ""details and accept the quest you're now"", 'start': 69.659, 'duration': 4.591}, {'text': 'one step closer to getting those awesome', 'start': 72.509, 'duration': 6.75}, {'text': 'abysmal points now the difference in the', 'start': 74.25, 'duration': 7.799}, {'text': 'abysmal colors is fairly simple red', 'start': 79.259, 'duration': 5.011}, {'text': 'abysmal cores will spawn enemies at the', 'start': 82.049, 'duration': 6.061}, {'text': 'core location at a fixed rate the faster', 'start': 84.27, 'duration': 5.849}, {'text': 'you kill the mobs that spawn the more', 'start': 88.11, 'duration': 4.679}, {'text': 'that will come out you do not need the', 'start': 90.119, 'duration': 4.381}, {'text': 'quests in order to break open a business', 'start': 92.789, 'duration': 4.11}, {'text': ""and kill the moms but it's a nice way of"", 'start': 94.5, 'duration': 4.89}, {'text': 'getting those abysmal points they will', 'start': 96.899, 'duration': 4.5}, {'text': 'not automatically agri on to you if you', 'start': 99.39, 'duration': 4.11}, {'text': 'break the abysmal core but they will', 'start': 101.399, 'duration': 4.771}, {'text': 'have a bigger a goal range so be careful', 'start': 103.5, 'duration': 4.979}, {'text': ""if you're squishing kill the mobs 4 plus"", 'start': 106.17, 'duration': 3.93}, {'text': 'credit or a chance that loot all', 'start': 108.479, 'duration': 5.64}, {'text': 'standard there will always be a stronger', 'start': 110.1, 'duration': 5.85}, {'text': 'than average mob at the end of the', 'start': 114.119, 'duration': 5.6}, {'text': 'correspond so be prepared for it now', 'start': 115.95, 'duration': 6.269}, {'text': 'blue abysmal kors work a little', 'start': 119.719, 'duration': 5.231}, {'text': 'differently they do not spawn enemies', 'start': 122.219, 'duration': 4.951}, {'text': 'once destroyed but rather become a', 'start': 124.95, 'duration': 4.5}, {'text': 'portal for you to take in order to kill', 'start': 127.17, 'duration': 5.76}, {'text': 'the specified moms blue abysmal cores', 'start': 129.45, 'duration': 5.94}, {'text': 'are slightly hard to take down than red', 'start': 132.93, 'duration': 4.71}, {'text': 'abysmal course so the later ones we', 'start': 135.39, 'duration': 6.36}, {'text': ""require parties to complete once you're"", 'start': 137.64, 'duration': 6.81}, {'text': 'inside you must destroy another core', 'start': 141.75, 'duration': 4.29}, {'text': 'that will spawn the enemies that dwell', 'start': 144.45, 'duration': 4.11}, {'text': 'inside giving you a chance to buff up or', 'start': 146.04, 'duration': 5.52}, {'text': 'heal if needed once that core is broken', 'start': 148.56, 'duration': 6.899}, {'text': 'kill your enemies as standard these', 'start': 151.56, 'duration': 6.48}, {'text': 'enemies also get consecutively harder as', 'start': 155.459, 'duration': 5.491}, {'text': 'you kill more without much downtime so', 'start': 158.04, 'duration': 10.86}, {'text': 'be ready kill that last core to get the', 'start': 160.95, 'duration': 10.41}, {'text': 'hardest mom in this case an adorable', 'start': 168.9, 'duration': 8.1}, {'text': 'mini boss and get that loop now hyper', 'start': 171.36, 'duration': 7.8}, {'text': 'abysmal cores are even harder than the', 'start': 177.0, 'duration': 4.68}, {'text': 'standard blue abysmal course so having a', 'start': 179.16, 'duration': 4.44}, {'text': 'party with you is highly recommended in', 'start': 181.68, 'duration': 4.98}, {'text': 'order to complete or have really good', 'start': 183.6, 'duration': 7.35}, {'text': 'gear and practice with your class so I', 'start': 186.66, 'duration': 6.6}, {'text': 'mentioned abysmal points previously but', 'start': 190.95, 'duration': 5.37}, {'text': 'what are they used for purchasing really', 'start': 193.26, 'duration': 5.64}, {'text': 'really helpful items of course the', 'start': 196.32, 'duration': 4.47}, {'text': 'merchant is located in fray hill town', 'start': 198.9, 'duration': 4.11}, {'text': 'and clicking on shop will bring up all', 'start': 200.79, 'duration': 5.039}, {'text': 'of the items you can purchase be careful', 'start': 203.01, 'duration': 5.039}, {'text': 'though as the points are slowly acquired', 'start': 205.829, 'duration': 4.401}, {'text': 'over time and these can get expensive', 'start': 208.049, 'duration': 4.53}, {'text': 'but I want to show off the gems that you', 'start': 210.23, 'duration': 4.99}, {'text': 'can purchase these gems are used to', 'start': 212.579, 'duration': 5.041}, {'text': 'augment your damage provide utility to', 'start': 215.22, 'duration': 4.56}, {'text': 'some of your skills or for defensive', 'start': 217.62, 'duration': 4.86}, {'text': 'purposes buying one will take a huge', 'start': 219.78, 'duration': 4.98}, {'text': 'chunk of your biz moments so choose', 'start': 222.48, 'duration': 5.7}, {'text': ""wisely I'll purchase two of the damage"", 'start': 224.76, 'duration': 5.759}, {'text': 'amplification gems in order to buff my', 'start': 228.18, 'duration': 6.54}, {'text': 'damage ouch there goes all of my points', 'start': 230.519, 'duration': 6.931}, {'text': 'but these gems are powerful tools and', 'start': 234.72, 'duration': 5.12}, {'text': 'keeping my damage up or keeping me safe', 'start': 237.45, 'duration': 5.099}, {'text': 'once you purchase these gems you can', 'start': 239.84, 'duration': 4.57}, {'text': 'equip them on your character information', 'start': 242.549, 'duration': 5.25}, {'text': 'tab under gem then drag the on usage em', 'start': 244.41, 'duration': 5.99}, {'text': 'onto your hotbar in order to use it', 'start': 247.799, 'duration': 4.951}, {'text': 'clicking on it will be like any other', 'start': 250.4, 'duration': 4.839}, {'text': ""ability and you'll be able to see the"", 'start': 252.75, 'duration': 5.19}, {'text': 'buff on your buff bar all set for the', 'start': 255.239, 'duration': 4.501}, {'text': 'battlefield', 'start': 257.94, 'duration': 4.54}, {'text': 'once you hit the later levels the', 'start': 259.74, 'duration': 5.71}, {'text': 'abysmal will get even harder red hyper', 'start': 262.48, 'duration': 4.92}, {'text': 'bhisma course will begin showing up in', 'start': 265.45, 'duration': 4.08}, {'text': ""desert fort and you'll have to get used"", 'start': 267.4, 'duration': 3.99}, {'text': 'to doing this in a party to make life', 'start': 269.53, 'duration': 5.52}, {'text': 'easier these abismo are scattered', 'start': 271.39, 'duration': 5.97}, {'text': 'throughout the region and finding them', 'start': 275.05, 'duration': 4.17}, {'text': 'will be simple enough once you get used', 'start': 277.36, 'duration': 5.94}, {'text': ""to the region's you're in the blue hyper"", 'start': 279.22, 'duration': 7.02}, {'text': 'bhisma Wars here are no joke so let this', 'start': 283.3, 'duration': 7.95}, {'text': 'be your warning once you get into the', 'start': 286.24, 'duration': 7.62}, {'text': ""labyrinth forest you'll be one reputable"", 'start': 291.25, 'duration': 5.58}, {'text': ""quest you'll find very important the evo"", 'start': 293.86, 'duration': 6.03}, {'text': ""lantana abismo you'll get this quest"", 'start': 296.83, 'duration': 5.04}, {'text': ""once you're about to hit max level and"", 'start': 299.89, 'duration': 4.5}, {'text': 'it will be a cruel reminder that these a', 'start': 301.87, 'duration': 5.16}, {'text': 'business simply cannot be soloed but the', 'start': 304.39, 'duration': 7.92}, {'text': 'abysmal point payoff is glorious you can', 'start': 307.03, 'duration': 7.2}, {'text': 'find these abysmal scattered throughout', 'start': 312.31, 'duration': 4.05}, {'text': ""the emperor's garden and evil forest"", 'start': 314.23, 'duration': 4.83}, {'text': 'with in labyrinth forests and even pop', 'start': 316.36, 'duration': 5.4}, {'text': 'them open yourself but again this', 'start': 319.06, 'duration': 4.86}, {'text': 'particular abysmal is meant to gear up', 'start': 321.76, 'duration': 5.37}, {'text': 'for heavenly Citadel and will not be an', 'start': 323.92, 'duration': 5.84}, {'text': 'easy undertaking', 'start': 327.13, 'duration': 2.63}, {'text': 'once you have a good party however', 'start': 330.95, 'duration': 4.74}, {'text': 'accept this challenge and enter the fray', 'start': 333.07, 'duration': 5.44}, {'text': 'it has a ton of minibuses all dropping', 'start': 335.69, 'duration': 5.04}, {'text': ""great loot it'll teach you great"", 'start': 338.51, 'duration': 3.66}, {'text': ""mechanics that you'll carry into the"", 'start': 340.73, 'duration': 4.14}, {'text': 'hardest dungeons potentially have a', 'start': 342.17, 'duration': 5.25}, {'text': 'priest running around on fire offer a', 'start': 344.87, 'duration': 5.13}, {'text': 'chance at a kill move and drop some loot', 'start': 347.42, 'duration': 5.01}, {'text': 'afterwards so form that party and', 'start': 350.0, 'duration': 8.04}, {'text': 'conquer this has been GMIC and thank you', 'start': 352.43, 'duration': 7.92}, {'text': 'all for watching be sure to be on the', 'start': 358.04, 'duration': 3.66}, {'text': 'lookout for our character spotlight', 'start': 360.35, 'duration': 3.66}, {'text': 'series and our next feature spotlight on', 'start': 361.7, 'duration': 4.68}, {'text': 'the dungeons of cabal to see you all', 'start': 364.01, 'duration': 4.79}, {'text': 'next time', 'start': 366.38, 'duration': 2.42}]"
mwvC,kQQut-IK_5w,"[311, 360]",
YLvC,kXxrj0zhgoo,"[2, 30, 55]",
QdvC,kcTmJ65bD80,"[0, 79, 918]","[{'text': 'the Maryland Terrapins may have found', 'start': 0.0, 'duration': 3.629}, {'text': 'their future at the quarterback position', 'start': 1.979, 'duration': 4.59}, {'text': ""and they didn't have to look too far to"", 'start': 3.629, 'duration': 5.311}, {'text': ""find him st. John's four-star"", 'start': 6.569, 'duration': 4.32}, {'text': 'dual-threat quarterback will Omer', 'start': 8.94, 'duration': 4.05}, {'text': 'committed to the Terps earlier this', 'start': 10.889, 'duration': 4.95}, {'text': ""month here's what the cadet had to say"", 'start': 12.99, 'duration': 6.48}, {'text': 'about choosing Maryland uh it was close', 'start': 15.839, 'duration': 5.581}, {'text': 'to home I felt comfortable every time I', 'start': 19.47, 'duration': 4.049}, {'text': ""went up and he's just a right"", 'start': 21.42, 'duration': 4.38}, {'text': 'environment for me yeah I was just to go', 'start': 23.519, 'duration': 4.291}, {'text': 'when i was in boys club through high', 'start': 25.8, 'duration': 4.799}, {'text': 'school and I always just been a big fan', 'start': 27.81, 'duration': 5.07}, {'text': 'of staying home I never really told no', 'start': 30.599, 'duration': 5.581}, {'text': 'one until my decision so kind of like', 'start': 32.88, 'duration': 5.73}, {'text': 'way all my options and see was the best', 'start': 36.18, 'duration': 5.699}, {'text': 'fit for me but always did like always', 'start': 38.61, 'duration': 5.609}, {'text': 'did like Milan but at the end I kind of', 'start': 41.879, 'duration': 5.281}, {'text': 'put everything together education they', 'start': 44.219, 'duration': 4.201}, {'text': ""can't biz realm would be most"", 'start': 47.16, 'duration': 3.09}, {'text': 'comfortable and finding narrowly like', 'start': 48.42, 'duration': 5.49}, {'text': 'that Palmer believes the system that st.', 'start': 50.25, 'duration': 5.879}, {'text': ""John's runs will translate well to"", 'start': 53.91, 'duration': 5.16}, {'text': 'college park and the terps scheme which', 'start': 56.129, 'duration': 5.331}, {'text': 'is an ideal fit for a dual-threat', 'start': 59.07, 'duration': 7.08}, {'text': 'quarterback this we tailor they want to', 'start': 61.46, 'duration': 7.54}, {'text': ""spray zone Rhea fence and know if it's"", 'start': 66.15, 'duration': 5.43}, {'text': ""my that's what we went to high school so"", 'start': 69.0, 'duration': 4.92}, {'text': ""it's like the easy transition here's"", 'start': 71.58, 'duration': 3.99}, {'text': ""what st. John's football coach Joe"", 'start': 73.92, 'duration': 5.07}, {'text': 'Patterson had to say about Omer and his', 'start': 75.57, 'duration': 7.26}, {'text': 'prospects I think that he said it in his', 'start': 78.99, 'duration': 4.949}, {'text': 'interview he just felt really', 'start': 82.83, 'duration': 4.35}, {'text': ""comfortable there think he'd be good in"", 'start': 83.939, 'duration': 5.551}, {'text': 'a lot of different systems but certainly', 'start': 87.18, 'duration': 4.74}, {'text': 'one that is catered to a dual-threat', 'start': 89.49, 'duration': 5.16}, {'text': 'athlete Lee himself he did a great job', 'start': 91.92, 'duration': 4.949}, {'text': 'of managing elephants last year so I', 'start': 94.65, 'duration': 4.52}, {'text': ""think I think it's a pretty good fit I"", 'start': 96.869, 'duration': 5.311}, {'text': 'think it is desire to succeed is is', 'start': 99.17, 'duration': 5.5}, {'text': 'unmatched the amount of time he puts', 'start': 102.18, 'duration': 4.59}, {'text': 'into his craft and of course his speed', 'start': 104.67, 'duration': 4.44}, {'text': ""he's as fast as anybody I've coached if"", 'start': 106.77, 'duration': 5.459}, {'text': 'you want a glimpse at perhaps the next', 'start': 109.11, 'duration': 5.88}, {'text': 'Maryland quarterback be sure to follow', 'start': 112.229, 'duration': 5.911}, {'text': 'all the WCC football coverage on DC', 'start': 114.99, 'duration': 7.35}, {'text': 'sports 1.com next fall for DC sports fan', 'start': 118.14, 'duration': 8.0}, {'text': 'calm on Brian Kapoor', 'start': 122.34, 'duration': 3.8}]"
dQvC,cnefmSrRCI0,[5],
gQvC,cu_UbmURZoU,"[17, 19, 128]",
IdvC,cvvSpDzFsaA,"[15, 18, 87, 365, 536]",
X7vC,d26JW9F3aiA,"[21, 23, 24, 115, 651, 1094, 1705]",
rSvC,_Q8wvQGjMGs,"[3, 6, 8]",
cLvC,ksPlofaFW5w,[288],"[{'text': 'hey whats up guys its linker here', 'start': 7.58, 'duration': 4.15}, {'text': 'bringing you guys the first video of the', 'start': 9.809, 'duration': 5.731}, {'text': 'series cold quick application reviews', 'start': 11.73, 'duration': 5.01}, {'text': ""and I'm just going to give you a little"", 'start': 15.54, 'duration': 3.51}, {'text': 'reviews of the small applications that I', 'start': 16.74, 'duration': 5.28}, {'text': 'find very useful for the Mac to have and', 'start': 19.05, 'duration': 5.489}, {'text': 'for other you have a PC this could be', 'start': 22.02, 'duration': 5.97}, {'text': 'for you too well this app here is gold', 'start': 24.539, 'duration': 7.441}, {'text': 'music rescue basically lets you take', 'start': 27.99, 'duration': 5.64}, {'text': ""what's on your iPod and convert it into"", 'start': 31.98, 'duration': 3.9}, {'text': 'your iTunes because you know most people', 'start': 33.63, 'duration': 4.17}, {'text': 'have a time where their itunes gets', 'start': 35.88, 'duration': 3.81}, {'text': ""deleted and they can't put their music"", 'start': 37.8, 'duration': 4.32}, {'text': 'from the ipod on well this is what this', 'start': 39.69, 'duration': 4.23}, {'text': 'application does it reads your ipod', 'start': 42.12, 'duration': 4.14}, {'text': ""which i've plugged in right now open it"", 'start': 43.92, 'duration': 6.479}, {'text': 'and it gives you all your music here now', 'start': 46.26, 'duration': 6.45}, {'text': 'you can either choose individual files', 'start': 50.399, 'duration': 3.93}, {'text': 'that you can uncheck on them and', 'start': 52.71, 'duration': 3.81}, {'text': 'everything and you can choose what you', 'start': 54.329, 'duration': 4.14}, {'text': 'want or you can just hit begin copying', 'start': 56.52, 'duration': 4.5}, {'text': 'it over to copy straight to your iTunes', 'start': 58.469, 'duration': 5.361}, {'text': ""as you can see I've done this before"", 'start': 61.02, 'duration': 5.459}, {'text': ""when my itunes lit up and you'll see"", 'start': 63.83, 'duration': 6.67}, {'text': ""it's the same songs here so now they"", 'start': 66.479, 'duration': 6.481}, {'text': 'have a what you want to do is you want', 'start': 70.5, 'duration': 4.86}, {'text': 'to get it from the website that will put', 'start': 72.96, 'duration': 5.49}, {'text': 'below in the description and you can go', 'start': 75.36, 'duration': 7.14}, {'text': 'here either click for the mac or for pc', 'start': 78.45, 'duration': 6.66}, {'text': ""kind of mac look if the neck which I've"", 'start': 82.5, 'duration': 4.56}, {'text': 'so that will download probably take a', 'start': 85.11, 'duration': 5.73}, {'text': ""couple minutes maybe less it's only 6"", 'start': 87.06, 'duration': 5.66}, {'text': 'megabytes so once that is finished', 'start': 90.84, 'duration': 4.59}, {'text': 'downloading you open it up and stole it', 'start': 92.72, 'duration': 9.16}, {'text': ""and you'll get it to this so yeah guys"", 'start': 95.43, 'duration': 8.13}, {'text': 'this pretty much it also you can just', 'start': 101.88, 'duration': 5.69}, {'text': 'hit our quicker cover continue continue', 'start': 103.56, 'duration': 5.76}, {'text': 'choose where you want it to go on', 'start': 107.57, 'duration': 4.509}, {'text': 'everything continue and then he', 'start': 109.32, 'duration': 4.47}, {'text': ""continued again and it'll go straight to"", 'start': 112.079, 'duration': 4.29}, {'text': ""your iTunes so that's pretty much the"", 'start': 113.79, 'duration': 4.2}, {'text': 'video guys just a quick little review', 'start': 116.369, 'duration': 4.381}, {'text': ""for applications and yeah that's pretty"", 'start': 117.99, 'duration': 5.699}, {'text': ""much it so i guess i'll see you guys a"", 'start': 120.75, 'duration': 6.24}, {'text': 'later come and read comment like and', 'start': 123.689, 'duration': 6.561}, {'text': 'subscribe peace', 'start': 126.99, 'duration': 3.26}]"
1TvC,kuR2ITtZPX0,[3],
vpvC,kuqq2zTjE78,"[21, 23, 24, 115]",
JPvC,L4u8xL5f2bM,"[289, 551]",
BxvC,L9DTTpHaask,"[21, 23, 24, 115, 520, 1246]",
ucvC,QbCwx9DIk8Q,"[53, 58, 228]",
L7vC,MDy8F8d6fuk,[6],
rJvC,XEk-BZYpcHk,"[0, 93, 102, 831]",
