LWOX,GX56jMII2FU,"[2, 30, 64, 149]",
erPw,3h8WDi7G6B0,"[242, 1331]",
usPw,WTdM_eslyqY,"[1, 85]",
BOPw,5BAdpZeY2Fw,[25],
o9Pw,p3K_N3CTBLA,[3090],
TSPw,p77o9wW4EzE,"[5, 84, 169, 1935]",
luPw,F6f_USjqgFs,"[354, 672]","[{'text': 'say on tutorial young fellas Suprema me', 'start': 0.03, 'duration': 5.729}, {'text': 'on th alcohol t-bone en cuanto in de', 'start': 3.0, 'duration': 6.059}, {'text': 'toros 20 JA Dai wanton in the mansion', 'start': 5.759, 'duration': 6.931}, {'text': 'capita automatic auntie Serena cha-cha', 'start': 9.059, 'duration': 8.281}, {'text': 'cha cha-cha hotcha lon - Antonio - Amy', 'start': 12.69, 'duration': 7.28}, {'text': 'Yolo gallant Rancho community', 'start': 17.34, 'duration': 6.15}, {'text': 'non-dominant in song FA enthalpy contra', 'start': 19.97, 'duration': 6.99}, {'text': 'la pampa humble a shelter on eBay Motors', 'start': 23.49, 'duration': 6.89}, {'text': 'language agua de Mohrenschildt Hammond', 'start': 26.96, 'duration': 7.509}, {'text': 'cheo cheo cheo yong sutras or equal to', 'start': 30.38, 'duration': 7.87}, {'text': '30 chili cheese allegiance in the trans', 'start': 34.469, 'duration': 7.16}, {'text': 'issue topi muhammad orthodontia', 'start': 38.25, 'duration': 6.329}, {'text': 'cheonggukjang some vampire women should', 'start': 41.629, 'duration': 5.621}, {'text': 'shout to the team is a polyp achoo -', 'start': 44.579, 'duration': 5.91}, {'text': 'founder and religion et me entrance the', 'start': 47.25, 'duration': 7.77}, {'text': 'zoo - mm Jake 30 young chef on the bench', 'start': 50.489, 'duration': 7.681}, {'text': 'and eager to Darwin - mega and okay', 'start': 55.02, 'duration': 5.19}, {'text': ""that's the man - Lata mention where to"", 'start': 58.17, 'duration': 5.09}, {'text': 'do share amongst young', 'start': 60.21, 'duration': 3.05}, {'text': 'we saw pictures in the paper yesterday', 'start': 76.42, 'duration': 4.89}, {'text': ""and Albert's by the man here thought it"", 'start': 78.22, 'duration': 4.98}, {'text': 'would be good to come suited up this', 'start': 81.31, 'duration': 4.05}, {'text': ""morning before nursery so that's been"", 'start': 83.2, 'duration': 6.72}, {'text': 'our plan to the important place Louisa', 'start': 85.36, 'duration': 7.17}, {'text': 'Jo suji wait Wally a chiffon go too', 'start': 89.92, 'duration': 5.88}, {'text': 'tight so Argentine issue dia Lian tell', 'start': 92.53, 'duration': 11.82}, {'text': 'or early curtain town I strange because', 'start': 95.8, 'duration': 11.64}, {'text': ""there's a huge mirror that reflects the"", 'start': 104.35, 'duration': 6.24}, {'text': 'facade and giving the appearance of', 'start': 107.44, 'duration': 5.55}, {'text': 'being vertical and allowing people to', 'start': 110.59, 'duration': 7.889}, {'text': 'stroll in this very unusual and quite', 'start': 112.99, 'duration': 9.45}, {'text': 'surreal experience', 'start': 118.479, 'duration': 7.381}, {'text': 'Tata shoe the issue tranches erm and one', 'start': 122.44, 'duration': 6.36}, {'text': ""can judge intron to Kirby's Rio Grande"", 'start': 125.86, 'duration': 4.95}, {'text': ""John that's how you well in its very"", 'start': 128.8, 'duration': 4.5}, {'text': ""simple terms it's a kind of very playful"", 'start': 130.81, 'duration': 4.38}, {'text': 'than highly participate reinstallation', 'start': 133.3, 'duration': 5.28}, {'text': 'art really requires as you can see', 'start': 135.19, 'duration': 4.95}, {'text': 'behind me a lot of people interacting', 'start': 138.58, 'duration': 3.78}, {'text': 'with it in order to animate it in to', 'start': 140.14, 'duration': 4.26}, {'text': 'activate it but also beyond that there', 'start': 142.36, 'duration': 3.87}, {'text': 'are some all kind of them there are', 'start': 144.4, 'duration': 4.23}, {'text': 'other ideas around perception about ways', 'start': 146.23, 'duration': 4.89}, {'text': 'of seeing and how we see what we see', 'start': 148.63, 'duration': 4.53}, {'text': 'ideas of kind of architecture represent', 'start': 151.12, 'duration': 3.839}, {'text': 'which is it works in many levels but', 'start': 153.16, 'duration': 4.26}, {'text': ""it's most certainly a very interesting a"", 'start': 154.959, 'duration': 4.581}, {'text': 'stimulating piece of installation art', 'start': 157.42, 'duration': 5.73}, {'text': 'transient autonomy light on doors to do', 'start': 159.54, 'duration': 6.06}, {'text': 'in to Java', 'start': 163.15, 'duration': 2.45}]"
d2Pw,q4n2OIcuojI,"[31, 47]",
5XPw,q5EL3gmcEtM,"[17, 19, 48, 129, 237]",
USPw,ApVZ_CBNkf0,"[62, 3174]",
c6Pw,B3IcB9IcR7E,"[8, 2063]",
jZPw,ERKJllNacjE,"[26, 130, 808]",
RZPw,EdwVR0DYg2I,"[0, 1, 35, 517, 2003, 2765, 3594]",
XGPw,,[25],
gcPw,SCGe3YHv6To,"[4, 9, 10, 34]",
QLJJ,HlL_IIPK6p8,[296],
NFJJ,,[730],
wAJJ,HsPimJ8GkEg,[52],
oJJJ,I1rLmTETiow,"[11, 123, 176, 814, 1411]",
EHJJ,l70lISzE5DE,"[0, 450]",
mqJJ,lMge0Iu1Txs,"[74, 246, 588]",
oyJJ,MR0r85fTF2w,[3],
1uJJ,MThCII-vXWc,[14],
nMJJ,deLvhENHnDU,[14],
F4JJ,GS4xL1RacKQ,"[133, 630]",
OWJJ,caT-n5vH24U,[451],
HeJJ,cg1ojSYczuc,"[4, 9, 10, 34, 539]",
7TJJ,MH8SI6X4dDs,[1471],
w6JJ,MI5Hm7DSqIc,"[0, 1, 826]",
tPJJ,oqWGpBer2jM,"[15, 18, 87, 545]",
ulJJ,oyv00EJx61Q,"[333, 398]",
KrJJ,tlkuZaY_Lhs,"[31, 40, 47, 57]",
IqJJ,PSNTnn94A3o,"[0, 1, 81, 108, 1230]","[{'text': 'the Pokemon stand heroic Lee against an', 'start': 49.18, 'duration': 8.399}, {'text': 'inspiring view of coca topia at night', 'start': 52.789, 'duration': 4.79}, {'text': 'and now the battle begins', 'start': 62.57, 'duration': 4.489}, {'text': ""it's down"", 'start': 75.07, 'duration': 2.9}, {'text': 'slacking is sent out', 'start': 89.64, 'duration': 6.079}, {'text': 'the red corner has already taken some', 'start': 93.049, 'duration': 5.011}, {'text': 'serious damage but there is always a', 'start': 95.719, 'duration': 5.451}, {'text': 'chance of a comeback', 'start': 98.06, 'duration': 3.11}, {'text': 'the substitute appears', 'start': 103.97, 'duration': 3.38}, {'text': 'mr. substitute', 'start': 114.069, 'duration': 3.601}, {'text': 'ambi Bob restored its health', 'start': 123.37, 'duration': 6.98}, {'text': 'well both corners still have a chance to', 'start': 127.35, 'duration': 5.16}, {'text': 'win this what kind of developments can', 'start': 130.35, 'duration': 5.51}, {'text': 'we expect to see next', 'start': 132.51, 'duration': 3.35}, {'text': 'multiple hits it keeps doing damage', 'start': 136.47, 'duration': 4.79}, {'text': 'the red corner seems to be slacking off', 'start': 142.74, 'duration': 4.91}, {'text': 'the substituted ear', 'start': 156.17, 'duration': 3.62}, {'text': ""it's a substitute"", 'start': 166.5, 'duration': 3.62}, {'text': 'well both corners still have a chance to', 'start': 178.05, 'duration': 7.61}, {'text': ""win this who's going to take the glory"", 'start': 181.41, 'duration': 4.25}, {'text': 'multiple hits it keeps doing damage', 'start': 187.63, 'duration': 4.89}, {'text': 'the red corner seems to be slacking off', 'start': 193.99, 'duration': 8.25}, {'text': 'the battle rages on their concentration', 'start': 198.51, 'duration': 7.02}, {'text': 'is certainly being tested', 'start': 202.24, 'duration': 3.29}, {'text': 'man', 'start': 215.22, 'duration': 2.6}, {'text': ""it's down"", 'start': 221.16, 'duration': 2.93}, {'text': 'licky licky is sent out', 'start': 239.79, 'duration': 4.08}, {'text': 'the starter to the beer', 'start': 252.319, 'duration': 4.14}, {'text': 'it was an amazing attack sacrificing', 'start': 270.64, 'duration': 5.59}, {'text': 'itself like that but it was the only one', 'start': 273.98, 'duration': 7.8}, {'text': ""who went down game set and match it's a"", 'start': 276.23, 'duration': 9.59}, {'text': 'total victory for the blue corner', 'start': 281.78, 'duration': 4.04}]"
s8JJ,Pc_ZIQw8mB8,"[11, 112]",
qjJJ,,"[31, 40, 57, 386]",
tmJJ,68gC-2HReCU,"[0, 1, 27]",
mrJJ,so6GFShek8I,"[2, 45, 51, 56, 77, 212, 295]",
nWJJ,vEFxEqOGZlQ,"[437, 1155, 1339]","[{'text': 'well sorry guys never put a one gig card', 'start': 0.0, 'duration': 9.09}, {'text': 'in your video camera I got a little', 'start': 4.62, 'duration': 8.04}, {'text': ""nikon coolpix l20 for year that's what"", 'start': 9.09, 'duration': 6.66}, {'text': ""I'm shooting with anyways never put a"", 'start': 12.66, 'duration': 4.86}, {'text': ""one gig card in there doesn't give me"", 'start': 15.75, 'duration': 4.17}, {'text': 'much time anyways looks like what a two', 'start': 17.52, 'duration': 4.38}, {'text': ""gig card I'm getting like 24 minutes"", 'start': 19.92, 'duration': 4.56}, {'text': 'anyways this continuation of the video', 'start': 21.9, 'duration': 5.94}, {'text': 'sorry about that all right on the switch', 'start': 24.48, 'duration': 6.93}, {'text': 'like I said I Krazy glued the edge', 'start': 27.84, 'duration': 6.149}, {'text': 'together put a wire tight around the', 'start': 31.41, 'duration': 4.079}, {'text': 'base to hold it together left the wire', 'start': 33.989, 'duration': 3.511}, {'text': 'tie on let the crazy who sit overnight', 'start': 35.489, 'duration': 6.721}, {'text': 'then each night here after work i have', 'start': 37.5, 'duration': 9.719}, {'text': 'been using jb weld first of all I left', 'start': 42.21, 'duration': 10.91}, {'text': 'last night I left the wire tie on and I', 'start': 47.219, 'duration': 10.5}, {'text': 'jb welded the top half what a just you', 'start': 53.12, 'duration': 8.59}, {'text': 'just mix half and half a little half and', 'start': 57.719, 'duration': 6.09}, {'text': 'half jb weld the hardener in the steel', 'start': 61.71, 'duration': 4.71}, {'text': ""and just mix it on a plate he's a"", 'start': 63.809, 'duration': 10.021}, {'text': ""plastic knife and then I'd like I said I"", 'start': 66.42, 'duration': 9.33}, {'text': 'did the top half but you just got to be', 'start': 73.83, 'duration': 3.84}, {'text': 'careful because this is the space has', 'start': 75.75, 'duration': 7.979}, {'text': ""got to go down here so don't get any jb"", 'start': 77.67, 'duration': 7.559}, {'text': 'weld or anything on the face of the', 'start': 83.729, 'duration': 7.441}, {'text': 'switch so on the front face of it', 'start': 85.229, 'duration': 7.621}, {'text': 'because it has to sit flat here and', 'start': 91.17, 'duration': 3.87}, {'text': 'slide into the screw because a locking', 'start': 92.85, 'duration': 5.37}, {'text': 'edge on that one so anyways to the top', 'start': 95.04, 'duration': 5.009}, {'text': 'part let that sit overnight and harden', 'start': 98.22, 'duration': 4.859}, {'text': 'so then that seemed you know switch', 'start': 100.049, 'duration': 4.5}, {'text': 'still works and everything seems pretty', 'start': 103.079, 'duration': 7.351}, {'text': 'good you know so and so sticky that I', 'start': 104.549, 'duration': 10.561}, {'text': 'just did today anyways um so I took the', 'start': 110.43, 'duration': 7.619}, {'text': 'wire tie off and now I did the bottom', 'start': 115.11, 'duration': 6.42}, {'text': 'part of it and probably yeah probably i', 'start': 118.049, 'duration': 5.25}, {'text': 'could have left the just the top part on', 'start': 121.53, 'duration': 4.199}, {'text': 'but i like things to be pretty', 'start': 123.299, 'duration': 3.811}, {'text': ""bulletproof that's just the way I do"", 'start': 125.729, 'duration': 4.181}, {'text': 'things in the world so', 'start': 127.11, 'duration': 7.18}, {'text': 'my put jb weld on the bottom half of it', 'start': 129.91, 'duration': 7.98}, {'text': ""and so it's all the way around so it's a"", 'start': 134.29, 'duration': 6.66}, {'text': 'hundred percent on so i get the maximum', 'start': 137.89, 'duration': 4.68}, {'text': 'life because of course this is the', 'start': 140.95, 'duration': 4.01}, {'text': ""driver side switch and it's going to see"", 'start': 142.57, 'duration': 11.58}, {'text': 'hopefully a lot more use so and I would', 'start': 144.96, 'duration': 10.9}, {'text': ""have just replaced the switch but i'm"", 'start': 154.15, 'duration': 3.48}, {'text': ""sure you can buy and i didn't even try"", 'start': 155.86, 'duration': 5.52}, {'text': 'but anyhow if anybody knows where you', 'start': 157.63, 'duration': 5.82}, {'text': 'can buy these switches leave a comment', 'start': 161.38, 'duration': 3.99}, {'text': ""that would be really cool so i'm going"", 'start': 163.45, 'duration': 6.36}, {'text': 'to okay this is like i said 1999 dodge', 'start': 165.37, 'duration': 8.07}, {'text': 'ram 2500 cummins turbo diesel got some', 'start': 169.81, 'duration': 12.54}, {'text': 'numbers on this thing 55 350 657 1999', 'start': 173.44, 'duration': 15.03}, {'text': 'base 5 5 350 655 1999 premium without', 'start': 182.35, 'duration': 14.42}, {'text': 'LED 55 350002 1999 premium with LED i', 'start': 188.47, 'duration': 10.56}, {'text': 'guess those are probably part numbers', 'start': 196.77, 'duration': 4.84}, {'text': ""for maybe replacement ones of these i'm"", 'start': 199.03, 'duration': 9.66}, {'text': ""guessing i don't know with this other"", 'start': 201.61, 'duration': 16.41}, {'text': ""number abs + pc 31 195 cav-1 don't know"", 'start': 208.69, 'duration': 11.37}, {'text': 'what that stands for abs is a type of', 'start': 218.02, 'duration': 6.24}, {'text': ""plastic plus pc i don't know what pc is"", 'start': 220.06, 'duration': 7.38}, {'text': 'maybe polycarbonate or something and I', 'start': 224.26, 'duration': 6.27}, {'text': ""maybe describes a type of plastic here's"", 'start': 227.44, 'duration': 6.14}, {'text': 'your manufacturing code thing on there I', 'start': 230.53, 'duration': 6.12}, {'text': ""think that's the date or time when it"", 'start': 233.58, 'duration': 7.27}, {'text': 'was made or something anyways pretty', 'start': 236.65, 'duration': 8.46}, {'text': ""cool assembly but I'm going to need a"", 'start': 240.85, 'duration': 7.77}, {'text': ""light bulb that's for sure to check the"", 'start': 245.11, 'duration': 4.89}, {'text': ""other light bulb and that's what was"", 'start': 248.62, 'duration': 2.61}, {'text': 'going on I thought it was a switch that', 'start': 250.0, 'duration': 3.36}, {'text': 'was given me intermittent problems but', 'start': 251.23, 'duration': 4.55}, {'text': ""it wasn't it was the actual light bulb"", 'start': 253.36, 'duration': 5.189}, {'text': 'and I have never replaced the light bulb', 'start': 255.78, 'duration': 5.74}, {'text': 'in this thing so this is 2012 this is', 'start': 258.549, 'duration': 4.801}, {'text': 'April of 2012', 'start': 261.52, 'duration': 6.63}, {'text': ""old and this is a 1999 drug so that's"", 'start': 263.35, 'duration': 7.95}, {'text': 'one thing cool about american-made parts', 'start': 268.15, 'duration': 6.36}, {'text': 'I find it the factory parts they last', 'start': 271.3, 'duration': 6.78}, {'text': 'forever and the really good quality as', 'start': 274.51, 'duration': 5.67}, {'text': 'far as like the light bulbs they use and', 'start': 278.08, 'duration': 4.83}, {'text': 'like the belts and like in chevys and', 'start': 280.18, 'duration': 6.57}, {'text': 'dodges and stuff like that you know like', 'start': 282.91, 'duration': 6.57}, {'text': 'Mike spark plugs lasted like over a', 'start': 286.75, 'duration': 4.56}, {'text': 'hundred thousand miles in my chevy', 'start': 289.48, 'duration': 4.05}, {'text': 'camaro and i pull them out and they', 'start': 291.31, 'duration': 3.57}, {'text': ""didn't even need replacement they were"", 'start': 293.53, 'duration': 5.1}, {'text': ""still good and I'm like wow and so you"", 'start': 294.88, 'duration': 5.34}, {'text': 'always to find that the replacement', 'start': 298.63, 'duration': 4.77}, {'text': ""parts they don't last even a tenth as"", 'start': 300.22, 'duration': 6.84}, {'text': 'long you know but yeah I sure wish we', 'start': 303.4, 'duration': 8.4}, {'text': 'could have access to parts that are as', 'start': 307.06, 'duration': 6.92}, {'text': 'good a quality is when you buy a vehicle', 'start': 311.8, 'duration': 4.8}, {'text': ""I'd be great but again that wouldn't"", 'start': 313.98, 'duration': 5.71}, {'text': 'feed our economy because our economy is', 'start': 316.6, 'duration': 6.93}, {'text': 'based on buying stuff at last in about a', 'start': 319.69, 'duration': 5.46}, {'text': 'year and then throw it away and get', 'start': 323.53, 'duration': 5.49}, {'text': 'another one so which is a terrible way', 'start': 325.15, 'duration': 10.32}, {'text': 'to go to some extent yeah so like I said', 'start': 329.02, 'duration': 9.45}, {'text': 'this is a video about repairing turn', 'start': 335.47, 'duration': 5.22}, {'text': 'that switch and it seemed so far so good', 'start': 338.47, 'duration': 4.65}, {'text': 'what I did notice which is a really cool', 'start': 340.69, 'duration': 4.74}, {'text': ""thing is I've never used like i said"", 'start': 343.12, 'duration': 4.58}, {'text': 'this only second time i ever use jb weld', 'start': 345.43, 'duration': 5.16}, {'text': ""and so far i'm really impressed with it"", 'start': 347.7, 'duration': 6.1}, {'text': ""actually this third time isn't it it"", 'start': 350.59, 'duration': 5.43}, {'text': 'works really cool it just takes a long', 'start': 353.8, 'duration': 3.69}, {'text': 'time to drive it when it drives me and', 'start': 356.02, 'duration': 4.95}, {'text': ""it's like it's really hard but not so"", 'start': 357.49, 'duration': 5.19}, {'text': ""hard to it's brittle but it's like"", 'start': 360.97, 'duration': 7.55}, {'text': ""really strong and there's a really cool"", 'start': 362.68, 'duration': 10.98}, {'text': 'texture and you know just just the way', 'start': 368.52, 'duration': 7.84}, {'text': ""it hardens it's not super hard but it's"", 'start': 373.66, 'duration': 5.43}, {'text': 'hard but it still has some give to it', 'start': 376.36, 'duration': 6.59}, {'text': ""you know but it's it's really cool stuff"", 'start': 379.09, 'duration': 6.03}, {'text': 'anyways heard people before raving about', 'start': 382.95, 'duration': 3.73}, {'text': ""it but never got into it but now I'm"", 'start': 385.12, 'duration': 3.0}, {'text': ""raving about it and it's pretty awesome"", 'start': 386.68, 'duration': 4.47}, {'text': ""so jb weld rocks and the other thing i'm"", 'start': 388.12, 'duration': 4.65}, {'text': ""looking at here is how it's how well it"", 'start': 391.15, 'duration': 4.36}, {'text': 'seals wires from like moisture', 'start': 392.77, 'duration': 5.17}, {'text': 'used it you know on wires first thing I', 'start': 395.51, 'duration': 6.72}, {'text': 'used it for was bonding brass fitting to', 'start': 397.94, 'duration': 11.69}, {'text': 'a steel tank and I busted off the', 'start': 402.23, 'duration': 9.69}, {'text': 'attachment nozzle that where you put', 'start': 409.63, 'duration': 4.75}, {'text': 'your gauges on a refrigerant bottle so', 'start': 411.92, 'duration': 6.57}, {'text': 'that busted off it fell off and so I', 'start': 414.38, 'duration': 9.9}, {'text': 'just attached a like 8th inch male pipe', 'start': 418.49, 'duration': 10.35}, {'text': 'brass fitting by off quarter flare and', 'start': 424.28, 'duration': 8.55}, {'text': 'put it on the tank on the bottle and JB', 'start': 428.84, 'duration': 7.92}, {'text': 'welded it to it and sealed up pretty', 'start': 432.83, 'duration': 5.73}, {'text': 'awesome I think I was reading this', 'start': 436.76, 'duration': 3.18}, {'text': ""package it doesn't I don't have the"", 'start': 438.56, 'duration': 4.8}, {'text': 'package around but um he was good to', 'start': 439.94, 'duration': 6.3}, {'text': 'some ungodly pressures like you know has', 'start': 443.36, 'duration': 7.23}, {'text': 'some good specs on it so anyways um so', 'start': 446.24, 'duration': 7.98}, {'text': ""that's it hopefully tomorrow or the next"", 'start': 450.59, 'duration': 6.54}, {'text': 'day this light assembly will go back in', 'start': 454.22, 'duration': 4.5}, {'text': ""the truck after everything's all hard"", 'start': 457.13, 'duration': 6.3}, {'text': 'here and actually might just slide this', 'start': 458.72, 'duration': 6.36}, {'text': 'back in the hole and let it harden in', 'start': 463.43, 'duration': 4.59}, {'text': 'place put it in tomorrow and so I think', 'start': 465.08, 'duration': 5.46}, {'text': ""I'll do so anyways hey thanks for a bit"", 'start': 468.02, 'duration': 7.77}, {'text': 'and thanks for watching and just oh I', 'start': 470.54, 'duration': 7.59}, {'text': 'also want to make a note that the plug', 'start': 475.79, 'duration': 3.75}, {'text': ""that goes into here just in case you're"", 'start': 478.13, 'duration': 4.11}, {'text': ""trying to get it out there's a you just"", 'start': 479.54, 'duration': 5.22}, {'text': 'push up on a little piece that the male', 'start': 482.24, 'duration': 4.92}, {'text': 'part that goes into this female coupling', 'start': 484.76, 'duration': 5.64}, {'text': 'part the male part has a part you just', 'start': 487.16, 'duration': 6.51}, {'text': 'push up on it and it just pulls straight', 'start': 490.4, 'duration': 7.2}, {'text': 'out so okay thanks a lot for watching', 'start': 493.67, 'duration': 6.86}, {'text': 'have a good day', 'start': 497.6, 'duration': 2.93}]"
J5JJ,g6XrnJ97TtI,"[68, 72, 151]",
UPJJ,,[8],
KWJJ,,"[0, 1]",
IXJJ,6haa3MUgs2o,"[21, 23, 24]",
NfJJ,6lhzZLX9dyQ,"[0, 5]",
40JJ,6pxjgYrknfE,"[0, 765]",
AmJJ,6pS3kcWYwjo,"[0, 1, 1022]",
ePJJ,23HhW_o__2Q,"[517, 1691]",
NPJJ,eUwcs86Ih1I,"[2, 7, 235, 1789]",
JMJJ,eVUlckcgUSQ,"[48, 104, 177, 1869]",
alJJ,ecQetTvUmzY,"[26, 574, 596, 609]",
wgJJ,egivJABSq7Q,"[0, 1, 159, 1726]",
2dJJ,b0X10zMhPB0,"[296, 525, 632]",
7SJJ,b5wiPXB6MVo,"[0, 1, 36, 94, 898]","[{'text': ""hey guys what's going on this is"", 'start': 4.84, 'duration': 3.46}, {'text': 'ludicrous from my play cod comment today', 'start': 6.68, 'duration': 3.78}, {'text': 'I have your first look at the zombies', 'start': 8.3, 'duration': 4.83}, {'text': 'map origins the new DLC with the', 'start': 10.46, 'duration': 5.669}, {'text': ""apocalypse map pack I've woken up early"", 'start': 13.13, 'duration': 4.26}, {'text': 'to download it first thing in the', 'start': 16.129, 'duration': 2.341}, {'text': ""morning that's why I'm still sounded a"", 'start': 17.39, 'duration': 3.059}, {'text': 'little groggy but what we have here is', 'start': 18.47, 'duration': 4.109}, {'text': 'your easter egg song this is going to be', 'start': 20.449, 'duration': 4.8}, {'text': 'the easter egg song locations for the', 'start': 22.579, 'duration': 5.07}, {'text': 'teddy bears quote unquote but in this', 'start': 25.249, 'duration': 4.68}, {'text': 'one they are a little different and so', 'start': 27.649, 'duration': 3.69}, {'text': ""i'm going to be showing you where to"", 'start': 29.929, 'duration': 2.551}, {'text': ""find them and let's go ahead and get"", 'start': 31.339, 'duration': 3.72}, {'text': 'started okay so the first one is going', 'start': 32.48, 'duration': 3.87}, {'text': 'to be in the spawn room next to the', 'start': 35.059, 'duration': 3.061}, {'text': 'little bulletin board right before you', 'start': 36.35, 'duration': 3.99}, {'text': ""go out this door you're actually going"", 'start': 38.12, 'duration': 5.189}, {'text': 'to see they are green stone is not your', 'start': 40.34, 'duration': 4.559}, {'text': ""normal teddy bears and so that's what"", 'start': 43.309, 'duration': 3.241}, {'text': ""we're going to be hitting all right the"", 'start': 44.899, 'duration': 3.12}, {'text': 'second location is actually going to be', 'start': 46.55, 'duration': 2.969}, {'text': ""once you get further out you're going to"", 'start': 48.019, 'duration': 3.45}, {'text': 'make it to workshop which is the second', 'start': 49.519, 'duration': 3.0}, {'text': ""main building that you're going to go"", 'start': 51.469, 'duration': 2.851}, {'text': 'into one thing i do want to note here', 'start': 52.519, 'duration': 3.57}, {'text': 'there is background music that will play', 'start': 54.32, 'duration': 3.239}, {'text': 'from time to time while that background', 'start': 56.089, 'duration': 3.63}, {'text': 'music is going on you will not be able', 'start': 57.559, 'duration': 4.951}, {'text': ""to hit the rock it won't even make the"", 'start': 59.719, 'duration': 5.041}, {'text': 'sound that it would normally make to', 'start': 62.51, 'duration': 4.08}, {'text': ""indicate that it's even there so you may"", 'start': 64.76, 'duration': 4.02}, {'text': 'have missed it if that music was playing', 'start': 66.59, 'duration': 3.27}, {'text': ""as you can see there I'm trying to hit"", 'start': 68.78, 'duration': 3.3}, {'text': ""it but it won't let me I make a lap"", 'start': 69.86, 'duration': 4.05}, {'text': 'around once the music stops I will', 'start': 72.08, 'duration': 3.96}, {'text': 'actually be able to go i heard the rock', 'start': 73.91, 'duration': 5.61}, {'text': 'that second time and i went back to', 'start': 76.04, 'duration': 5.4}, {'text': 'hidden and it allowed me to so again', 'start': 79.52, 'duration': 3.72}, {'text': 'guys keep in mind that the rocks that', 'start': 81.44, 'duration': 3.27}, {'text': ""you're looking for our green colored"", 'start': 83.24, 'duration': 2.79}, {'text': 'while the majority of the other rocks', 'start': 84.71, 'duration': 3.93}, {'text': ""are blue and so let's go ahead and go to"", 'start': 86.03, 'duration': 4.77}, {'text': 'the third one which is going to be out', 'start': 88.64, 'duration': 4.32}, {'text': 'towards the excavation site itself as', 'start': 90.8, 'duration': 3.81}, {'text': ""you're going out there as you can see"", 'start': 92.96, 'duration': 3.18}, {'text': ""again i got the music playing so i'm not"", 'start': 94.61, 'duration': 2.76}, {'text': ""able to hit it so i'm just doing a"", 'start': 96.14, 'duration': 2.49}, {'text': 'little bit of walking around to show you', 'start': 97.37, 'duration': 4.2}, {'text': 'guys the map this map is pretty insane i', 'start': 98.63, 'duration': 4.77}, {'text': ""can't wait to get into it more and get"", 'start': 101.57, 'duration': 4.5}, {'text': 'more videos even down to the Easter egg', 'start': 103.4, 'duration': 3.93}, {'text': ""hunt we're gonna be live-streaming a lot"", 'start': 106.07, 'duration': 2.79}, {'text': 'this week trying to do the Easter egg', 'start': 107.33, 'duration': 3.42}, {'text': 'hunt trying to just decipher the map and', 'start': 108.86, 'duration': 3.3}, {'text': 'see what we got but as you can see here', 'start': 110.75, 'duration': 3.24}, {'text': ""here's next song I do believe it is"", 'start': 112.16, 'duration': 3.63}, {'text': ""still by treyarch sound I don't know the"", 'start': 113.99, 'duration': 3.42}, {'text': ""name of the song but here you go I'll"", 'start': 115.79, 'duration': 3.03}, {'text': 'let you guys have a listen as I almost', 'start': 117.41, 'duration': 4.82}, {'text': 'get crushed by a giant robot', 'start': 118.82, 'duration': 3.41}, {'text': 'large field is a', 'start': 133.09, 'duration': 3.32}, {'text': 'got myself another gun', 'start': 154.67, 'duration': 3.32}, {'text': 'wait most of them out', 'start': 185.43, 'duration': 2.839}, {'text': ""camouflage they don't see you so well"", 'start': 189.14, 'duration': 4.38}, {'text': 'all right there you go guys as i said', 'start': 231.49, 'duration': 4.66}, {'text': 'this map is insane so we having a lot', 'start': 233.72, 'duration': 4.89}, {'text': 'more guides of strategy guides will have', 'start': 236.15, 'duration': 4.56}, {'text': 'easter egg guides will have achievement', 'start': 238.61, 'duration': 3.45}, {'text': ""guides everything that you're going to"", 'start': 240.71, 'duration': 3.45}, {'text': 'need so again please keep checking back', 'start': 242.06, 'duration': 3.54}, {'text': 'please be sure to check out our twitch', 'start': 244.16, 'duration': 2.79}, {'text': 'channel for the livestream my name is', 'start': 245.6, 'duration': 4.37}, {'text': 'Buddha Chris you guys take it', 'start': 246.95, 'duration': 3.02}]"
aLJJ,zI4s14-os5s,[3034],
